2011/8/14,830,THEFT PLAIN - PETTY ($950 & UNDER),53,F,,,600 S  SPRING                       ST,"(34.046, -118.2509)"
2011/7/14,1630,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS) 0114",64,F,,,100    BLOOM                        ST,"(34.0652, -118.2306)"
2011/7/14,330,BATTERY - SIMPLE ASSAULT,62,F,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",6TH                          ST,"(34.0423, -118.2452)"
2011/9/14,420,ROBBERY,59,M,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",5TH                          ST,"(34.0442, -118.2439)"
2011/8/14,1400,VEHICLE - STOLEN,13,,,,11TH,"(34.0371, -118.2551)"
2011/9/14,1400,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),13,,,,7TH,"(34.0424, -118.2493)"
2011/9/14,630,ROBBERY,48,M,312,PIPE/METAL PIPE,200    WINSTON                      ST,"(34.0467, -118.247)"
2011/4/14,700,BURGLARY FROM VEHICLE,60,F,,,HOPE                         ST,"(34.0408, -118.2644)"
2011/9/14,1130,VEHICLE - STOLEN,,M,,,8TH                          ST,"(34.0394, -118.2496)"
2011/9/14,403,BATTERY WITH SEXUAL CONTACT,68,F,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",600 S  SAN PEDRO                    ST,"(34.0423, -118.2452)"
2011/8/14,2330,BURGLARY FROM VEHICLE,28,M,,,1700    INDUSTRIAL                   ST,"(34.036, -118.2358)"
2011/6/14,1300,THEFT PLAIN - PETTY ($950 & UNDER),41,M,,,600 S  SAN PEDRO                    ST,"(34.0423, -118.2452)"
